      2,C:A,H_e/H_ie,NA,2
      2,A:U,H_qe/H_qe,NA,1
      2,A:U,H_qe/H,NA,3
      2,A:U,H_i/H,NA,3
      2,A:U,H/H,NA,2
      2,A:U,H/H_i,NA,2
      2,A:U,H_e/H_e,NA,2
      2,A:G,H_qe/H,NA,4
      2,A:G,H_i/H_qe,NA,1
      2,A:G,H_i/H,NA,3
      2,A:G,H_ie/H_e,NA,3
      2,A:G,H/H,NA,3
      2,A:C,H_qe/H_qe,NA,2
      2,A:C,H/H,NA,3
      2,A:C,H_e/H_e,NA,1
      2,A:A,H_qe/H,NA,2
      2,A:A,H/H_qe,NA,3
      2,A:A,H/H,NA,1
      1,U:U,H_qe/H_i,NA,1
      1,U:U,H/H,NA,3
      1,U:G,H_qe/H_qe,NA,2
      1,U:G,H_ie/H_ie,NA,2
      1,U:G,H_ie/H_ie,NA,1
      1,U:G,H/H_qe,NA,1
      1,U:G,H/H_i,NA,2
      1,U:G,H_e/H_ie,NA,3
      1,U:G,H_e/H_e,NA,3
      1,U:C,H_i/H,NA,4
      1,U:C,H_i/H,NA,3
      1,U:C,H_i/H,NA,1
      1,U:C,H_ie/H_e,NA,1
      1,U:C,H_e/H_ie,NA,3
      1,U:C,H_e/H_e,NA,2
      1,U:A,H_qe/H_qe,NA,2
      1,U:A,H_qe/H,NA,1
      1,U:A,H/H_qe,NA,1
      1,U:A,H/H_i,NA,3
      1,U:A,H/H_i,NA,2
      1,U:A,H_e/H_e,NA,2
      1,SAM:57,NA,non-WC,181732
      1,HPA:74,NA,non-WC,178920
      1,H2U:U,H_e/H_ie,NA,3
      1,G:U,H_qe/H,NA,2
      1,G:U,H_i/H_qe,NA,1
      1,G:U,H/H_qe,NA,3
      1,G:U,H/H_qe,NA,1
      1,G:U,H/H,NA,3
      1,G:U,H/H,NA,2
      1,G:U,H_e/H_ie,NA,4
      1,G:U,H_e/H_e,NA,1
      1,G:G,H_qe/H_qe,NA,3
      1,G:G,H_qe/H,NA,2
      1,G:G,H_i/H_qe,NA,2
      1,G:G,H/H_qe,NA,3
      1,G:C,H_qe/H_qe,NA,3
      1,G:C,H_qe/H_qe,NA,1
      1,G:C,H_i/H_i,NA,3
      1,G:C,H_i/H_i,NA,2
      1,G:C,H_ie/H_ie,NA,3
      1,G:C,H_ie/H_e,NA,4
      1,G:C,H_ie/H_e,NA,2
      1,G:C,H/H_qe,NA,2
      1,G:C,H_e/H_ie,NA,4
      1,G:C,H_e/H_e,NA,1
      1,G:A,H_qe/H,NA,1
      1,G:A,H_qe/H_i,NA,3
      1,G:A,H_i/H_qe,NA,2
      1,G:A,H/H_i,NA,1
      1,G:A,H_e/H_e,NA,4
      1,C:G,H_qe/H,NA,1
      1,C:G,H/H,NA,1
      1,C:G,H/H_i,NA,3
      1,C:G,H_e/H_ie,NA,2
      1,C:G,H_e/H_e,NA,2
      1,C:C,H_qe/H_qe,NA,1
      1,C:C,H_qe/H,NA,2
      1,C:C,H_qe/H_i,NA,4
      1,C:C,H_e/H_ie,NA,3
      1,C:A,H_i/H_qe,NA,3
      1,C:A,H_i/H_qe,NA,1
      1,C:A,H_ie/H_e,NA,3
      1,C:A,H_ie/H_e,NA,1
      1,C:A,H/H_qe,NA,1
      1,C:A,H_e/H_ie,NA,3
      1,A:U,H_ie/H_ie,NA,1
      1,A:M2G,H_qe/H,NA,3
      1,A:M2G,H_qe/H,NA,1
      1,A:G,H_i/H_qe,NA,2
      1,A:G,H_i/H,NA,2
      1,A:G,H_i/H_i,NA,3
      1,A:G,H_i/H_i,NA,2
      1,A:G,H_ie/H_ie,NA,1
      1,A:G,H/H,NA,4
      1,A:G,H/H,NA,2
      1,A:G,H/H,NA,1
      1,A:C,H_qe/H_i,NA,3
      1,A:C,H/H_qe,NA,1
      1,A:C,H/H,NA,2
      1,A:C,H_e/H_ie,NA,3
      1,A:A,H_ie/H_ie,NA,1
      1,A:A,H_ie/H_e,NA,2
      1,A:A,H_e/H_ie,NA,3
      1,A:A,H_e/H_e,NA,2
      1,6AP:74,NA,non-WC,181344
      1,3AY:U,H_i/H_qe,NA,3
